version,conformance,agent,author,timestamp,name,altname,class,catalog,publisher,developer,region,players,date,subclass,portdeveloper,system,crc,sha1,dump,dumper,datedumped,revision,prototype,type,pcb,mapper,name2,size,crc3,sha14,id,size5,id6,type7,battery,number,function,size8,crc9,sha110,name11,id12,number13,function14,h,v,type15,size16,battery17,id18,type19,name20
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,'89 Dennou Kyuusei Uranai,???’89??????,Licensed,IPC-J1-01,Jingukan,Micronics / Khaos,Japan,1,1988-12-10,,,Famicom,BA58ED29,56FE858D1035DCE4B68520F457A0858BAE7BB16D,ok,bootgod,11/11/2007,,,HVC-SGROM,HVC-SGROM-03,1,IPC-J1-0 PRG,256k,BA58ED29,56FE858D1035DCE4B68520F457A0858BAE7BB16D,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,'89 Dennou Kyuusei Uranai,???’89??????,Licensed,IPC-J1-01,Jingukan,Micronics / Khaos,Japan,1,1988-12-10,,,Famicom,BA58ED29,56FE858D1035DCE4B68520F457A0858BAE7BB16D,ok,bootgod,11/11/2007,,,HVC-SGROM,HVC-SGROM-03,1,,,,,,8k,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,'89 Dennou Kyuusei Uranai,???’89??????,Licensed,IPC-J1-01,Jingukan,Micronics / Khaos,Japan,1,1988-12-10,,,Famicom,BA58ED29,56FE858D1035DCE4B68520F457A0858BAE7BB16D,ok,bootgod,11/11/2007,,,HVC-SGROM,HVC-SGROM-03,1,,,,,,,,MMC1A,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,10???????,Licensed,IF-02,Irem,Irem,Japan,2,1985-08-30,3rd-Party,,Famicom,836C4FA7,55DC03A493150258E10166CF38ED76DFADE605D6,ok,bootgod,5/6/2007,,,IREM-NROM-128,IREM-01-V,0,,16k,D3D248C9,64185EDC4FD64B5F5E565B90B0DDC241592D899C,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,10???????,Licensed,IF-02,Irem,Irem,Japan,2,1985-08-30,3rd-Party,,Famicom,836C4FA7,55DC03A493150258E10166CF38ED76DFADE605D6,ok,bootgod,5/6/2007,,,IREM-NROM-128,IREM-01-V,0,,,,,,,,,,,,8k,9C124A53,BEDDF6A65A1A72410CFB1208E8B6B6E0CF5B2E74,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,10???????,Licensed,IF-02,Irem,Irem,Japan,2,1985-08-30,3rd-Party,,Famicom,836C4FA7,55DC03A493150258E10166CF38ED76DFADE605D6,ok,bootgod,5/6/2007,,,IREM-NROM-128,IREM-01-V,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,10???????,Licensed,IF-02,Irem,Irem,Japan,2,1985-08-30,3rd-Party,,Famicom,44D21F83,D850B48ACA4A3B1E503D2A483508564D774C536C,ok,bootgod,2/15/2009,1.1,,IREM-NROM-128,IREM-01-V,0,,16k,B7E8DECA,3108D4540449EA0A48DAAA2644ACF16A5DE87F08,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,10???????,Licensed,IF-02,Irem,Irem,Japan,2,1985-08-30,3rd-Party,,Famicom,44D21F83,D850B48ACA4A3B1E503D2A483508564D774C536C,ok,bootgod,2/15/2009,1.1,,IREM-NROM-128,IREM-01-V,0,,,,,,,,,,,,8k,9C124A53,BEDDF6A65A1A72410CFB1208E8B6B6E0CF5B2E74,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,10???????,Licensed,IF-02,Irem,Irem,Japan,2,1985-08-30,3rd-Party,,Famicom,44D21F83,D850B48ACA4A3B1E503D2A483508564D774C536C,ok,bootgod,2/15/2009,1.1,,IREM-NROM-128,IREM-01-V,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,9/18/2005,,,NES-NROM-256,NES-NROM-256-02,0,NES-TY-0 PRG,32k,DF58FC5A,7CC69B39ECE2168574599D45AB8452EDD4F5A3A1,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,9/18/2005,,,NES-NROM-256,NES-NROM-256-02,0,,,,,,,,,,,,8k,2B8336EE,6B40A3B7AD6214ABF9C35BCBF89D9C1DA06F47A0,NES-TY-0 CHR,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,9/18/2005,,,NES-NROM-256,NES-NROM-256-02,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,9/18/2005,,,NES-NROM-256,NES-NROM-256-02,0,,,,,,,,,,,,,,,,,,,,,3193A,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,polarz,4/12/2006,,,NES-NROM-256,NES-NROM-256-03,0,NES-TY-0 PRG,32k,DF58FC5A,7CC69B39ECE2168574599D45AB8452EDD4F5A3A1,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,polarz,4/12/2006,,,NES-NROM-256,NES-NROM-256-03,0,,,,,,,,,,,,8k,2B8336EE,6B40A3B7AD6214ABF9C35BCBF89D9C1DA06F47A0,NES-TY-0 CHR,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,polarz,4/12/2006,,,NES-NROM-256,NES-NROM-256-03,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,polarz,4/12/2006,,,NES-NROM-256,NES-NROM-256-03,0,,,,,,,,,,,,,,,,,,,,,6113,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,2/14/2007,,,NES-NROM-256,NES-NROM-256-04,0,NES-TY-0 PRG,32k,DF58FC5A,7CC69B39ECE2168574599D45AB8452EDD4F5A3A1,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,2/14/2007,,,NES-NROM-256,NES-NROM-256-04,0,,,,,,,,,,,,8k,2B8336EE,6B40A3B7AD6214ABF9C35BCBF89D9C1DA06F47A0,NES-TY-0 CHR,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,2/14/2007,,,NES-NROM-256,NES-NROM-256-04,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,10-Yard Fight,,Licensed,NES-TY-USA,Nintendo,Irem,USA,2,1985-10,,,NES-NTSC,3D564757,016818BF6BAAF779F4F5C1658880B81D23EA40CA,ok,bootgod,2/14/2007,,,NES-NROM-256,NES-NROM-256-04,0,,,,,,,,,,,,,,,,,,,,,6113A,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,CAP-19,Capcom,Capcom,Japan,2,1985-12-11,,Micronics / Khaos,Famicom,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,12/1/2007,,,HVC-NROM-256,3E,0,,32k,C4E8C04A,D608F769333B13DA9C67F07599E405944893A950,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,CAP-19,Capcom,Capcom,Japan,2,1985-12-11,,Micronics / Khaos,Famicom,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,12/1/2007,,,HVC-NROM-256,3E,0,,,,,,,,,,,,8k,03379B76,D2A6CA1CDD8935525F59F1D38806B2296CB12A12,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,CAP-19,Capcom,Capcom,Japan,2,1985-12-11,,Micronics / Khaos,Famicom,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,12/1/2007,,,HVC-NROM-256,3E,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,CAP-19,Capcom,Capcom,Japan,2,1985-12-11,,Micronics / Khaos,Famicom,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,6/21/2007,,,HVC-NROM-256,HVC-NROM-256K-02S,0,CAP-19-0 PRG,32k,C4E8C04A,D608F769333B13DA9C67F07599E405944893A950,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,CAP-19,Capcom,Capcom,Japan,2,1985-12-11,,Micronics / Khaos,Famicom,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,6/21/2007,,,HVC-NROM-256,HVC-NROM-256K-02S,0,,,,,,,,,,,,8k,03379B76,D2A6CA1CDD8935525F59F1D38806B2296CB12A12,CAP-19-0 CHR,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,CAP-19,Capcom,Capcom,Japan,2,1985-12-11,,Micronics / Khaos,Famicom,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,6/21/2007,,,HVC-NROM-256,HVC-NROM-256K-02S,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,11/5/2006,,,NES-NROM-256,NES-NROM-256-03,0,CAP-19-0 PRG,32k,C4E8C04A,D608F769333B13DA9C67F07599E405944893A950,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,11/5/2006,,,NES-NROM-256,NES-NROM-256-03,0,,,,,,,,,,,,8k,03379B76,D2A6CA1CDD8935525F59F1D38806B2296CB12A12,CAP-19-0 CHR,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,11/5/2006,,,NES-NROM-256,NES-NROM-256-03,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,11/5/2006,,,NES-NROM-256,NES-NROM-256-03,0,,,,,,,,,,,,,,,,,,,,,3193A,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,12/31/2005,,,NES-NROM-256,NES-NROM-256-05,0,CAP-19-0 PRG,32k,C4E8C04A,D608F769333B13DA9C67F07599E405944893A950,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,12/31/2005,,,NES-NROM-256,NES-NROM-256-05,0,,,,,,,,,,,,8k,03379B76,D2A6CA1CDD8935525F59F1D38806B2296CB12A12,CAP-19-0 CHR,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,12/31/2005,,,NES-NROM-256,NES-NROM-256-05,0,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1942,,Licensed,NES-NF-USA,Capcom,Capcom,USA,2,1986-11,,Micronics / Khaos,NES-NTSC,171251E3,7F57EACE7CADA7C36412A50F2299231B304527A8,ok,bootgod,12/31/2005,,,NES-NROM-256,NES-NROM-256-05,0,,,,,,,,,,,,,,,,,,,,,6113B1,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Midway,,Licensed,NES-43-USA,Capcom,Capcom,USA,1,1988-10,,,NES-NTSC,12C6D5C7,1E76A86398F069DA43B25351EF419BE664D630C5,ok,bootgod,10/10/2006,,,NES-UNROM,NES-UN-ROM-07,2,NES-43-0 PRG,128k,12C6D5C7,1E76A86398F069DA43B25351EF419BE664D630C5,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Midway,,Licensed,NES-43-USA,Capcom,Capcom,USA,1,1988-10,,,NES-NTSC,12C6D5C7,1E76A86398F069DA43B25351EF419BE664D630C5,ok,bootgod,10/10/2006,,,NES-UNROM,NES-UN-ROM-07,2,,,,,,8k,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Midway,,Licensed,NES-43-USA,Capcom,Capcom,USA,1,1988-10,,,NES-NTSC,12C6D5C7,1E76A86398F069DA43B25351EF419BE664D630C5,ok,bootgod,10/10/2006,,,NES-UNROM,NES-UN-ROM-07,2,,,,,,,,74xx161,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Midway,,Licensed,NES-43-USA,Capcom,Capcom,USA,1,1988-10,,,NES-NTSC,12C6D5C7,1E76A86398F069DA43B25351EF419BE664D630C5,ok,bootgod,10/10/2006,,,NES-UNROM,NES-UN-ROM-07,2,,,,,,,,74xx32,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Midway,,Licensed,NES-43-USA,Capcom,Capcom,USA,1,1988-10,,,NES-NTSC,12C6D5C7,1E76A86398F069DA43B25351EF419BE664D630C5,ok,bootgod,10/10/2006,,,NES-UNROM,NES-UN-ROM-07,2,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Midway,,Licensed,NES-43-USA,Capcom,Capcom,USA,1,1988-10,,,NES-NTSC,12C6D5C7,1E76A86398F069DA43B25351EF419BE664D630C5,ok,bootgod,10/10/2006,,,NES-UNROM,NES-UN-ROM-07,2,,,,,,,,,,,,,,,,,,,,,6113B1,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Valhalla,,Licensed,CAP-43,Capcom,Capcom,Japan,1,1988-06-20,,,Famicom,4E42F13A,619C8C45C14BB26FEE93D0F8646127F30E336128,ok,bootgod,6/22/2007,,,HVC-UNROM,HVC-UNROM-05,2,CAP-43-0 PRG,128k,4E42F13A,619C8C45C14BB26FEE93D0F8646127F30E336128,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Valhalla,,Licensed,CAP-43,Capcom,Capcom,Japan,1,1988-06-20,,,Famicom,4E42F13A,619C8C45C14BB26FEE93D0F8646127F30E336128,ok,bootgod,6/22/2007,,,HVC-UNROM,HVC-UNROM-05,2,,,,,,8k,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Valhalla,,Licensed,CAP-43,Capcom,Capcom,Japan,1,1988-06-20,,,Famicom,4E42F13A,619C8C45C14BB26FEE93D0F8646127F30E336128,ok,bootgod,6/22/2007,,,HVC-UNROM,HVC-UNROM-05,2,,,,,,,,74xx161,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Valhalla,,Licensed,CAP-43,Capcom,Capcom,Japan,1,1988-06-20,,,Famicom,4E42F13A,619C8C45C14BB26FEE93D0F8646127F30E336128,ok,bootgod,6/22/2007,,,HVC-UNROM,HVC-UNROM-05,2,,,,,,,,74xx32,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,1943: The Battle of Valhalla,,Licensed,CAP-43,Capcom,Capcom,Japan,1,1988-06-20,,,Famicom,4E42F13A,619C8C45C14BB26FEE93D0F8646127F30E336128,ok,bootgod,6/22/2007,,,HVC-UNROM,HVC-UNROM-05,2,,,,,,,,,,,,,,,,,,,0,1,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,2010 Street Fighter,2010??????????,Licensed,STE-20,Capcom,Capcom,Japan,1,1990-08-08,,,Famicom,18A885B0,08A96B638CF480289406B3B85F2C86ECD3EAD812,ok,bootgod,11/1/2009,,,HVC-TLROM,HVC-TLROM-04,4,STE-20-0 PRG,128k,349313DF,F2286F040C3C71364579F2C779955B763E0C543F,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,2010 Street Fighter,2010??????????,Licensed,STE-20,Capcom,Capcom,Japan,1,1990-08-08,,,Famicom,18A885B0,08A96B638CF480289406B3B85F2C86ECD3EAD812,ok,bootgod,11/1/2009,,,HVC-TLROM,HVC-TLROM-04,4,,,,,,,,MMC3B,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,2010 Street Fighter,2010??????????,Licensed,STE-20,Capcom,Capcom,Japan,1,1990-08-08,,,Famicom,18A885B0,08A96B638CF480289406B3B85F2C86ECD3EAD812,ok,bootgod,11/1/2009,,,HVC-TLROM,HVC-TLROM-04,4,,,,,,,,,,,,128k,8C9FC729,EF69451686231613C2521ACDDCC5DF931D8494F2,STE-20-0 CHR,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,polarz,11/8/2006,,,NES-UNROM,NES-UN-ROM-04,2,NES-WO-0 PRG,128k,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,polarz,11/8/2006,,,NES-UNROM,NES-UN-ROM-04,2,,,,,,8k,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,polarz,11/8/2006,,,NES-UNROM,NES-UN-ROM-04,2,,,,,,,,74xx161,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,polarz,11/8/2006,,,NES-UNROM,NES-UN-ROM-04,2,,,,,,,,74xx32,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,polarz,11/8/2006,,,NES-UNROM,NES-UN-ROM-04,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,polarz,11/8/2006,,,NES-UNROM,NES-UN-ROM-04,2,,,,,,,,,,,,,,,,,,,,,3193A,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,bootgod,1/26/2006,,,NES-UNROM,NES-UN-ROM-06,2,NES-WO-0 PRG,128k,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,bootgod,1/26/2006,,,NES-UNROM,NES-UN-ROM-06,2,,,,,,8k,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,bootgod,1/26/2006,,,NES-UNROM,NES-UN-ROM-06,2,,,,,,,,74xx161,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,bootgod,1/26/2006,,,NES-UNROM,NES-UN-ROM-06,2,,,,,,,,74xx32,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,bootgod,1/26/2006,,,NES-UNROM,NES-UN-ROM-06,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,NES-NTSC,E6A477B2,CE70E57475F4058AC5A05DFED92163D42F0B8B96,ok,bootgod,1/26/2006,,,NES-UNROM,NES-UN-ROM-06,2,,,,,,,,,,,,,,,,,,,,,6113,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,"3-D Battles of Worldrunner, The",,Licensed,NES-WO-USA,Acclaim,Square,USA,1,1987-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dglasses,3-D Glasses
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,4-nin Uchi Mahjong,4?????,Licensed,HVC-FJ,Nintendo,Hudson Soft,Japan,1,1984-11-02,,,Famicom,D91104F1,D5C91381D98F6347BEEE398EA92B21C25DD48601,ok,bootgod,6/22/2007,,,HVC-NROM-128,2A,0,,16k,49546B4D,E67EB7643D657FA796CB8786DC47F43D412FA37A,,,,,,,,,,,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,4-nin Uchi Mahjong,4?????,Licensed,HVC-FJ,Nintendo,Hudson Soft,Japan,1,1984-11-02,,,Famicom,D91104F1,D5C91381D98F6347BEEE398EA92B21C25DD48601,ok,bootgod,6/22/2007,,,HVC-NROM-128,2A,0,,,,,,,,,,,,8k,425CC61F,C4BA502C4B2CA5D594B822C1134E997A553077D1,,,,,,,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,4-nin Uchi Mahjong,4?????,Licensed,HVC-FJ,Nintendo,Hudson Soft,Japan,1,1984-11-02,,,Famicom,D91104F1,D5C91381D98F6347BEEE398EA92B21C25DD48601,ok,bootgod,6/22/2007,,,HVC-NROM-128,2A,0,,,,,,,,,,,,,,,,,,,1,0,,,,,,
1,strict,NesCartDB,BootGod,Mon Oct 22 22:16:08 2012,4-nin Uchi Mahjong,4?????,Licensed,HVC-FJ,Nintendo,Hudson Soft,Japan,1,1984-11-02,,,Famicom,D91104F1,D5C91381D98F6347BEEE398EA92B21C25DD48601,ok,bootgod,3/18/2009,,,HVC-NROM-128,9011-06,0,,16k,49546B4D,E67EB7643D657FA796CB8786DC47F43D412FA37A,,,,,,,,,,,,,,,,,,,,,,
